user	instance_id	displayed_text	how-certain-is-the-finding:::Certain	how-certain-is-the-finding:::Somewhat uncertain	how-certain-is-the-finding:::Somewhat certain	how-certain-is-the-finding:::Uncertain	I carefully went over the examples and the instructions.:::Yes	How satisfied do you feel about your experience participating in our study?:::scale_4	How satisfied do you feel about your experience participating in our study?:::scale_3	How satisfied do you feel about your experience participating in our study?:::scale_2	How satisfied do you feel about your experience participating in our study?:::scale_5	Compared to other studies you've participated in, how do you rate the difficulty of this task?:::scale_1	Compared to other studies you've participated in, how do you rate the difficulty of this task?:::scale_5	Compared to other studies you've participated in, how do you rate the difficulty of this task?:::scale_4	Compared to other studies you've participated in, how do you rate the difficulty of this task?:::scale_3	Compared to other studies you've participated in, how do you rate the difficulty of this task?:::scale_2	How confident are you that you performed well in the task?:::scale_1	How confident are you that you performed well in the task?:::scale_5	How confident are you that you performed well in the task?:::scale_4	How confident are you that you performed well in the task?:::scale_3	How confident are you that you performed well in the task?:::scale_2	I have read and understood the instructions.:::Yes	I have read and understood the content warning.:::Yes	I want to participate in this research and continue with the study.:::Yes	Please feel free to leave any comments about our study (optional):::text_box	span_annotation:::Words indicating uncertainty	span_annotation:::Words indicating certainty
5f0a9094da2883360c73fd9f	Biology_tweet_5_p	"<span id=""hover_text_paper"" data-toggle=""tooltip"" data-html=""true"" data-placement=""bottom"" title=""Context: Na + metabolism may represent an unappreciated functional component of skin barrier formation. Large amounts of Na + are stored in the skin. This age-dependent Na + accumulation is associated with primary (essential) and secondary hypertension .""><b>Finding:</b></span> Large amounts of Na + are stored in the skin."	4																							[]	[{'start': 450, 'end': 460, 'span': 'are stored', 'annotation': 'Words indicating certainty'}]
5f0a9094da2883360c73fd9f	Experience.html	Experience									5			4			1									[]	[]
5f0a9094da2883360c73fd9f	Biology_tweet_13_p	"<span id=""hover_text_paper"" data-toggle=""tooltip"" data-html=""true"" data-placement=""bottom"" title=""Context: However, there was a large difference in which species of bifidobacteria thrived in each group of infants (defined as a species whose presence tended to lead to domination of the microbiota by bifidobacteria). A broader range of bifidobacterial species were positively correlated with the amounts of overall bifidobacteria within secretor-fed infants than non-secretor-fed infants, suggesting that the presence of 2′-fucosylated sugars allows a broader array of bifidobacterial species to colonize the gut environment. According to our fecal isolate data, bifidobacteria that can grow on 2′-fucosylated substrates are relatively uncommon, but represent a larger proportion of total bifidobacteria in secretor-fed infants, suggesting that this substrate is related to the competitive fitness of these strains.""><b>Finding:</b></span> A broader range of bifidobacterial species were positively correlated with the amounts of overall bifidobacteria within secretor-fed infants than non-secretor-fed infants, suggesting that the presence of 2′-fucosylated sugars allows a broader array of bifidobacterial species to colonize the gut environment."			3																					[{'start': 1162, 'end': 1173, 'span': ' suggesting', 'annotation': 'Words indicating uncertainty'}]	[{'start': 1034, 'end': 1060, 'span': 'were positively correlated', 'annotation': 'Words indicating certainty'}]
5f0a9094da2883360c73fd9f	Biology_tweet_125_r	"<span id=""hover_text_news"" data-toggle=""tooltip"" data-html=""true"" data-placement=""bottom"" title=""Context: A new mechanism of obesity and T2D that appears to be reversible by metformin  ""><b>Finding:</b></span> A new mechanism of obesity and T2D that appears to be reversible by metformin  "				1																				[{'start': 301, 'end': 314, 'span': 'appears to be', 'annotation': 'Words indicating uncertainty'}]	[]
5f0a9094da2883360c73fd9f	test_question_testing_Certain	<b>Reported Finding:</b> New study suggests that sunscreen could prevent skin damage. This is a test question, please select Certain. Do not mark any words or phrases.	4																							[]	[]
5f0a9094da2883360c73fd9f	Biology_tweet_5_r	"<span id=""hover_text_news"" data-toggle=""tooltip"" data-html=""true"" data-placement=""bottom"" title=""Context: Cutaneous Na+ Storage Strengthens the Antimicrobial Barrier Function of the Skin: submitted by  srepen  [link]... ""><b>Finding:</b></span> Cutaneous Na+ Storage Strengthens the Antimicrobial Barrier Function of the Skin: submitted by  srepen  [link]... "	4																							[]	[{'start': 318, 'end': 329, 'span': 'Strengthens', 'annotation': 'Words indicating certainty'}]
5f0a9094da2883360c73fd9f	Biology_402_r	"<span id=""hover_text_news"" data-toggle=""tooltip"" data-html=""true"" data-placement=""bottom"" title=""Context: ""The removal of the constraints associated with adhesion allowed those gecko species to either run faster or burrow,"" said Timothy Higham, one of the researchers, in a news release. They found that species of geckos in which the adhesive system was either lost or simplified experienced elevated rates of evolution related to morphology and locomotion. In other words, the loss of sticky feet gave them greater mobility.""><b>Finding:</b></span> They found that species of geckos in which the adhesive system was either lost or simplified experienced elevated rates of evolution related to morphology and locomotion."	4																							[]	[{'start': 707, 'end': 722, 'span': 'They found that', 'annotation': 'Words indicating certainty'}, {'start': 800, 'end': 811, 'span': 'experienced', 'annotation': 'Words indicating certainty'}]
5f0a9094da2883360c73fd9f	Consent.html	Consent																				I have read and understood the instructions.:::Yes	I have read and understood the content warning.:::Yes	I want to participate in this research and continue with the study.:::Yes		[]	[]
5f0a9094da2883360c73fd9f	Biology_402_p	"<span id=""hover_text_paper"" data-toggle=""tooltip"" data-html=""true"" data-placement=""bottom"" title=""Context: The association between a terrestrial lifestyle and the loss/reduction of adhesion suggests a direct link between morphology, biomechanics, and ecology. Generally, across the tree of life, we might expect that many of the most extraordinary examples of adaptive divergence should coincide not only with the origin and retention of innovations but also with their simplification, and ultimately their loss, in association with adaptation to new situations. The increase in the rate of evolutionary change in these situations suggests that the origin of an elongate body likely led not only to relaxed selection for the retention of limbs, but also to rapid adaptive selection, favoring both their loss and other associated morphological changes.""><b>Finding:</b></span> Generally, across the tree of life, we might expect that many of the most extraordinary examples of adaptive divergence should coincide not only with the origin and retention of innovations but also with their simplification, and ultimately their loss, in association with adaptation to new situations."				1																				[{'start': 963, 'end': 978, 'span': 'we might expect', 'annotation': 'Words indicating uncertainty'}, {'start': 1047, 'end': 1053, 'span': 'should', 'annotation': 'Words indicating uncertainty'}]	[]
5dc04f1a0a2900000ec678f1	Biology_83_r	"<span id=""hover_text_news"" data-toggle=""tooltip"" data-html=""true"" data-placement=""bottom"" title=""Context: The researchers found that study plots with lianas accumulated 76 percent less biomass over the experimental period due to reduced tree growth and increased tree death. Extrapolating their results to tropical forests as a whole, the team calculated that lianas could potentially reduce long-term storage of carbon in tropical forests by one-third or more. The study will be useful in guiding scientists working to predict the trajectory of carbon storage as atmospheric concentrations rise, and it may help explain recent observations that the carbon storage capacity of tropical forests is declining.""><b>Finding:</b></span> Extrapolating their results to tropical forests as a whole, the team calculated that lianas could potentially reduce long-term storage of carbon in tropical forests by one-third or more."			3																					[]	[{'start': 875, 'end': 893, 'span': 'could potentially ', 'annotation': 'Words indicating certainty'}]
5dc04f1a0a2900000ec678f1	test_question_testing_Somewhat certain	<b>Reported Finding:</b> New study suggests that sunscreen could prevent skin damage. This is a test question, please select Somewhat certain. Do not mark any words or phrases.			3																					[]	[]
5dc04f1a0a2900000ec678f1	test_question_testing_Somewhat uncertain	<b>Reported Finding:</b> New study suggests that sunscreen could prevent skin damage. This is a test question, please select Somewhat uncertain. Do not mark any words or phrases.		2																						[]	[]
5dc04f1a0a2900000ec678f1	Certainty Examples.html	Certainty Examples					I carefully went over the examples and the instructions.:::Yes																			[]	[]
5dc04f1a0a2900000ec678f1	Biology_tweet_74_r	"<span id=""hover_text_news"" data-toggle=""tooltip"" data-html=""true"" data-placement=""bottom"" title=""Context: The best available evidence: ""We argue that this study speaks to the key question of whether adolescents’ violent video game play has a measurable effect on real-world aggressive behaviour  On the basis of our evidence, the answer is no.""  ""><b>Finding:</b></span> The best available evidence: ""We argue that this study speaks to the key question of whether adolescents’ violent video game play has a measurable effect on real-world aggressive behaviour  On the basis of our evidence, the answer is no.""  "				1																				[{'start': 723, 'end': 739, 'span': 'the answer is no', 'annotation': 'Words indicating uncertainty'}]	[]
5dc04f1a0a2900000ec678f1	Biology_tweet_23_r	"<span id=""hover_text_news"" data-toggle=""tooltip"" data-html=""true"" data-placement=""bottom"" title=""Context: Well, this is fascinating. Climate control allows us to create temp and moisture conditions we feel most comfortable in. So what climate do most Americans ""recreate"" in their homes? Western Kenya!    ""><b>Finding:</b></span> Well, this is fascinating. Climate control allows us to create temp and moisture conditions we feel most comfortable in. So what climate do most Americans ""recreate"" in their homes? Western Kenya!    "	4																							[]	[{'start': 444, 'end': 463, 'span': 'allows us to create', 'annotation': 'Words indicating certainty'}]
5dc04f1a0a2900000ec678f1	Biology_tweet_16_r	"<span id=""hover_text_news"" data-toggle=""tooltip"" data-html=""true"" data-placement=""bottom"" title=""Context: 'Salt on Our Skin' Cutaneous Na Storage Strengthens the Antimicrobial Barrier Function &amp;  Boosts Macrophage-driven.. ""><b>Finding:</b></span> 'Salt on Our Skin' Cutaneous Na Storage Strengthens the Antimicrobial Barrier Function &amp;  Boosts Macrophage-driven.. "			3																					[]	[{'start': 415, 'end': 421, 'span': 'driven', 'annotation': 'Words indicating certainty'}]
5dc04f1a0a2900000ec678f1	Experience.html	Experience									5					2			4						It was really fun to do! Made me think on some	[]	[]
5dc04f1a0a2900000ec678f1	Biology_tweet_62_p	"<span id=""hover_text_paper"" data-toggle=""tooltip"" data-html=""true"" data-placement=""bottom"" title=""Context: Whey protein significantly increased the postprandial early insulin release. Plasma insulin levels at the first 30 min were higher and increased more rapidly after whey pre-load (Fig. Over the late interval, AUC 60-120 min , and during the complete post-meal period (0-180 min), plasma insulin levels were also significantly higher after whey preload than after placebo (Fig.""><b>Finding:</b></span> Plasma insulin levels at the first 30 min were higher and increased more rapidly after whey pre-load (Fig."	4																							[]	[{'start': 599, 'end': 605, 'span': ' were ', 'annotation': 'Words indicating certainty'}]
